trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;rev_06368;rev_06351.sql;rev_06368.sql;28;28;204;204;0;0;0;0;0;0;0;0
2;rev_06377;rev_06368.sql;rev_06377.sql;28;30;204;228;2;0;0;0;0;0;24;0
3;rev_06701;rev_06377.sql;rev_06701.sql;30;30;228;228;0;0;0;0;0;0;0;0
4;rev_06992;rev_06701.sql;rev_06992.sql;30;30;228;228;0;0;0;0;0;2;0;0
5;rev_07963;rev_06992.sql;rev_07963.sql;30;30;228;227;0;0;0;1;0;0;0;0
6;rev_08080;rev_07963.sql;rev_08080.sql;30;30;227;227;0;0;0;0;0;0;0;0
7;rev_08587;rev_08080.sql;rev_08587.sql;30;30;227;228;0;0;1;0;0;0;0;0
8;rev_09399;rev_08587.sql;rev_09399.sql;30;33;228;252;4;1;9;0;0;0;23;8
9;rev_10991;rev_09399.sql;rev_10991.sql;33;33;252;252;0;0;0;0;0;0;0;0
10;rev_12677;rev_10991.sql;rev_12677.sql;33;35;252;289;4;2;3;1;0;0;51;16
11;rev_13856;rev_12677.sql;rev_13856.sql;35;35;289;297;0;0;8;0;0;0;0;0
12;rev_14712;rev_13856.sql;rev_14712.sql;35;34;297;279;0;1;0;3;0;0;0;15
13;rev_15787;rev_14712.sql;rev_15787.sql;34;41;279;318;7;0;5;7;1;0;41;0
14;rev_16273;rev_15787.sql;rev_16273.sql;41;42;318;321;1;0;0;0;0;0;3;0
15;rev_17459;rev_16273.sql;rev_17459.sql;42;40;321;315;1;3;1;0;0;0;2;9
16;rev_17462;rev_17459.sql;rev_17462.sql;40;40;315;315;0;0;0;0;0;0;0;0
